,snr,machine,id,condition,file,path,y_array,ftt
3002,+6b,valve,id_04,normal,00000944.wav,+6b/valve/id_04/normal/00000944.wav,"[ 3.9367676e-03  2.6931763e-03  1.9798279e-03 ... -1.8386841e-03
 -6.9808960e-04  2.6702881e-05]","[[0.36452943]
 [0.47350386]
 [0.63860285]
 ...
 [0.0051027 ]
 [0.01716222]
 [0.02309836]]"
3003,+6b,valve,id_04,normal,00000945.wav,+6b/valve/id_04/normal/00000945.wav,"[-0.00328445 -0.00251389 -0.0025177  ...  0.0053978   0.00598526
  0.00627518]","[[4.3629816e-01]
 [2.9391772e-01]
 [3.9106852e-01]
 ...
 [4.2801998e-03]
 [3.0177395e-04]
 [3.8114386e-03]]"
3004,+6b,valve,id_04,normal,00000946.wav,+6b/valve/id_04/normal/00000946.wav,"[ 0.00313568  0.00307083  0.00286865 ... -0.00107956 -0.00066757
 -0.0012207 ]","[[0.2645865 ]
 [0.13953122]
 [0.19085571]
 ...
 [0.00235392]
 [0.0012978 ]
 [0.00122483]]"
3005,+6b,valve,id_04,normal,00000947.wav,+6b/valve/id_04/normal/00000947.wav,[0.00283813 0.00284195 0.00270081 ... 0.00111389 0.00151825 0.0022583 ],"[[0.23274186]
 [0.06712136]
 [0.42221427]
 ...
 [0.01232672]
 [0.01341604]
 [0.01385291]]"
3006,+6b,valve,id_04,normal,00000948.wav,+6b/valve/id_04/normal/00000948.wav,"[-0.00114059 -0.00169373 -0.00188446 ...  0.00357437  0.0040741
  0.0042572 ]","[[0.29450858]
 [0.40210655]
 [0.42436802]
 ...
 [0.01008979]
 [0.00371727]
 [0.00209059]]"
3007,+6b,valve,id_04,normal,00000949.wav,+6b/valve/id_04/normal/00000949.wav,"[-0.00143814 -0.00111008 -0.00109482 ... -0.00635529 -0.00640106
 -0.00641251]","[[0.05485795]
 [0.13925512]
 [0.13772592]
 ...
 [0.07083105]
 [0.089891  ]
 [0.09928203]]"
3008,+6b,valve,id_04,normal,00000950.wav,+6b/valve/id_04/normal/00000950.wav,"[-0.00152588 -0.00133514 -0.00183868 ...  0.00370407  0.00323105
  0.0030632 ]","[[5.5850744e-01]
 [5.0743812e-01]
 [2.2256969e-01]
 ...
 [5.5341248e-04]
 [3.8758569e-04]
 [2.6519552e-03]]"
3009,+6b,valve,id_04,normal,00000951.wav,+6b/valve/id_04/normal/00000951.wav,[0.00031281 0.00140762 0.00185394 ... 0.00355148 0.00266266 0.00267792],"[[0.14303525]
 [0.01010766]
 [0.04885808]
 ...
 [0.01013582]
 [0.01277453]
 [0.01298031]]"
3010,+6b,valve,id_04,normal,00000952.wav,+6b/valve/id_04/normal/00000952.wav,"[ 0.00106049  0.00064087 -0.00014114 ... -0.00355148 -0.00331116
 -0.00405884]","[[0.38090375]
 [0.42476022]
 [0.39173487]
 ...
 [0.00048107]
 [0.0066048 ]
 [0.01027142]]"
3011,+6b,valve,id_04,normal,00000953.wav,+6b/valve/id_04/normal/00000953.wav,"[-0.00282288 -0.00429535 -0.0042305  ...  0.00217819  0.00080872
  0.00047684]","[[0.5627725 ]
 [0.536601  ]
 [0.27021968]
 ...
 [0.00148741]
 [0.01199386]
 [0.01982513]]"
3012,+6b,valve,id_04,normal,00000954.wav,+6b/valve/id_04/normal/00000954.wav,"[ 0.00296783  0.0044136   0.00570679 ... -0.00108337 -0.00128555
 -0.00084305]","[[0.36704984]
 [0.13523601]
 [0.15022232]
 ...
 [0.0121124 ]
 [0.01055514]
 [0.00044107]]"
3013,+6b,valve,id_04,normal,00000955.wav,+6b/valve/id_04/normal/00000955.wav,"[-0.00160217 -0.00194931 -0.00226974 ... -0.00645447 -0.00652695
 -0.00627899]","[[0.5075732 ]
 [0.31302327]
 [0.15624256]
 ...
 [0.00113569]
 [0.00350239]
 [0.00092857]]"
3014,+6b,valve,id_04,normal,00000956.wav,+6b/valve/id_04/normal/00000956.wav,"[ 0.00120926  0.00140381  0.00164413 ... -0.00052261 -0.0007515
 -0.00087357]","[[0.10186387]
 [0.0732284 ]
 [0.2624524 ]
 ...
 [0.00619884]
 [0.00687322]
 [0.00581168]]"
3015,+6b,valve,id_04,normal,00000957.wav,+6b/valve/id_04/normal/00000957.wav,[0.00337219 0.0020256  0.00127029 ... 0.00180435 0.00139236 0.00030136],"[[0.19558996]
 [0.12437034]
 [0.19635808]
 ...
 [0.0013043 ]
 [0.00021015]
 [0.00155061]]"
3016,+6b,valve,id_04,normal,00000958.wav,+6b/valve/id_04/normal/00000958.wav,"[ 0.0030098   0.00320816  0.00273895 ... -0.02106094 -0.02013016
 -0.01977921]","[[0.06916448]
 [0.06112186]
 [0.5697815 ]
 ...
 [0.00513693]
 [0.00261145]
 [0.001111  ]]"
3017,+6b,valve,id_04,normal,00000959.wav,+6b/valve/id_04/normal/00000959.wav,"[ 0.00082397 -0.0016098  -0.00031281 ... -0.00230789 -0.0018959
 -0.00231934]","[[0.42492557]
 [0.82290876]
 [1.50146   ]
 ...
 [0.00323628]
 [0.0069124 ]
 [0.00422254]]"
3018,+6b,valve,id_04,normal,00000960.wav,+6b/valve/id_04/normal/00000960.wav,[0.00347137 0.00279617 0.00242996 ... 0.00656891 0.0070076  0.0073204 ],"[[0.05540102]
 [0.46772596]
 [0.99899   ]
 ...
 [0.0072939 ]
 [0.01146406]
 [0.01361298]]"
3019,+6b,valve,id_04,normal,00000961.wav,+6b/valve/id_04/normal/00000961.wav,"[ 0.00766373  0.00743866  0.0070076  ... -0.00114059 -0.00137329
 -0.00207138]","[[0.24189065]
 [0.13875316]
 [0.0139739 ]
 ...
 [0.00844617]
 [0.01959157]
 [0.02409331]]"
3020,+6b,valve,id_04,normal,00000962.wav,+6b/valve/id_04/normal/00000962.wav,"[ 0.00227737  0.00282288  0.00275803 ... -0.00035095 -0.00087357
 -0.00068665]","[[2.7221227e-01]
 [3.4798071e-01]
 [3.6990154e-01]
 ...
 [7.7791885e-04]
 [1.2495504e-05]
 [3.8785860e-03]]"
3021,+6b,valve,id_04,normal,00000963.wav,+6b/valve/id_04/normal/00000963.wav,"[-0.00304413 -0.00278091 -0.00245667 ... -0.00030899  0.00108337
  0.00177002]","[[0.05129302]
 [0.11296318]
 [0.47569847]
 ...
 [0.00764493]
 [0.00291277]
 [0.00088523]]"
3022,+6b,valve,id_04,normal,00000964.wav,+6b/valve/id_04/normal/00000964.wav,"[ 0.00510406  0.00553131  0.00570297 ... -0.00347137 -0.00466156
 -0.00556183]","[[0.6432128 ]
 [0.7822456 ]
 [1.0124778 ]
 ...
 [0.01439702]
 [0.01161024]
 [0.01233604]]"
3023,+6b,valve,id_04,normal,00000965.wav,+6b/valve/id_04/normal/00000965.wav,"[ 1.9073486e-05 -5.3405762e-04 -5.4550171e-04 ... -1.2969971e-04
 -6.0653687e-04 -7.0190430e-04]","[[0.14151114]
 [0.10148741]
 [0.16614263]
 ...
 [0.00200444]
 [0.00788385]
 [0.01140738]]"
3024,+6b,valve,id_04,normal,00000966.wav,+6b/valve/id_04/normal/00000966.wav,"[ 0.0010376   0.00131989  0.00108719 ... -0.0002594  -0.0003891
 -0.00037003]","[[0.421847  ]
 [0.36981216]
 [0.39221895]
 ...
 [0.00497402]
 [0.00780149]
 [0.00815568]]"
3025,+6b,valve,id_04,normal,00000967.wav,+6b/valve/id_04/normal/00000967.wav,[0.00437164 0.00390625 0.00334167 ... 0.00355911 0.00337982 0.00356293],"[[0.21351057]
 [0.21934791]
 [0.35667998]
 ...
 [0.01615615]
 [0.02182959]
 [0.02313078]]"
3026,+6b,valve,id_04,normal,00000968.wav,+6b/valve/id_04/normal/00000968.wav,[0.00086212 0.00085831 0.00082016 ... 0.00440979 0.00407028 0.00324631],"[[0.86978984]
 [0.97554284]
 [1.0735168 ]
 ...
 [0.00504832]
 [0.00688027]
 [0.00664232]]"
3027,+6b,valve,id_04,normal,00000969.wav,+6b/valve/id_04/normal/00000969.wav,"[ 0.00449753  0.00505066  0.00514221 ... -0.00076675 -0.00088882
 -0.00176239]","[[0.0579113 ]
 [0.13429122]
 [0.61233073]
 ...
 [0.00815693]
 [0.00299224]
 [0.0012812 ]]"
3028,+6b,valve,id_04,normal,00000970.wav,+6b/valve/id_04/normal/00000970.wav,"[-0.00291443 -0.00352097 -0.00406265 ...  0.00273132  0.00352097
  0.00239944]","[[0.3012404 ]
 [0.36475602]
 [0.42430976]
 ...
 [0.00783686]
 [0.00132643]
 [0.00411077]]"
3029,+6b,valve,id_04,normal,00000971.wav,+6b/valve/id_04/normal/00000971.wav,"[-0.00194168 -0.00187302 -0.00273895 ...  0.00137711  0.00084305
  0.00056839]","[[2.1306726e-01]
 [2.5363979e-01]
 [7.3810989e-01]
 ...
 [1.0639894e-03]
 [5.4362736e-04]
 [9.1500557e-04]]"
3030,+6b,valve,id_04,normal,00000972.wav,+6b/valve/id_04/normal/00000972.wav,"[ 0.00328827  0.00233459  0.00205231 ... -0.0021286  -0.00245667
 -0.00209808]","[[0.05137571]
 [0.11632922]
 [0.07018317]
 ...
 [0.00512257]
 [0.01025234]
 [0.00924146]]"
3031,+6b,valve,id_04,normal,00000973.wav,+6b/valve/id_04/normal/00000973.wav,[0.00285721 0.00297928 0.00218582 ... 0.00300598 0.00373459 0.00455475],"[[0.00305332]
 [0.00318049]
 [0.16384408]
 ...
 [0.01158298]
 [0.01057524]
 [0.01041567]]"
3032,+6b,valve,id_04,normal,00000974.wav,+6b/valve/id_04/normal/00000974.wav,"[-0.00162125 -0.00133896 -0.00124741 ...  0.00318527  0.00252914
  0.00231934]","[[0.46276084]
 [0.34022516]
 [0.124049  ]
 ...
 [0.00616732]
 [0.00857517]
 [0.00671145]]"
3033,+6b,valve,id_04,normal,00000975.wav,+6b/valve/id_04/normal/00000975.wav,[0.00127411 0.00194168 0.00247955 ... 0.00489044 0.00481033 0.00437164],"[[0.09979299]
 [0.17428534]
 [0.46649587]
 ...
 [0.00529669]
 [0.00262048]
 [0.00150026]]"
3034,+6b,valve,id_04,normal,00000976.wav,+6b/valve/id_04/normal/00000976.wav,[0.00188446 0.00251389 0.00201416 ... 0.00963593 0.00917053 0.00561905],"[[0.37128416]
 [0.45204797]
 [0.46460804]
 ...
 [0.00788399]
 [0.00899574]
 [0.00838163]]"
3035,+6b,valve,id_04,normal,00000977.wav,+6b/valve/id_04/normal/00000977.wav,[0.00285339 0.00333023 0.00207901 ... 0.00244141 0.00278473 0.00190735],"[[0.29997844]
 [0.36524695]
 [0.2232993 ]
 ...
 [0.01430974]
 [0.00395502]
 [0.00396491]]"
3036,+6b,valve,id_04,normal,00000978.wav,+6b/valve/id_04/normal/00000978.wav,[0.00762177 0.00789642 0.00766754 ... 0.00083542 0.00054932 0.00014496],"[[0.16903293]
 [0.10943487]
 [0.0036203 ]
 ...
 [0.00719607]
 [0.01496366]
 [0.01851853]]"
3037,+6b,valve,id_04,normal,00000979.wav,+6b/valve/id_04/normal/00000979.wav,"[ 0.00055313  0.00083923  0.00111771 ... -0.00450134 -0.00495911
 -0.00506973]","[[0.15589233]
 [0.21172448]
 [0.73857504]
 ...
 [0.02790746]
 [0.02009563]
 [0.00545035]]"
3038,+6b,valve,id_04,normal,00000980.wav,+6b/valve/id_04/normal/00000980.wav,"[-0.01272583 -0.01257324 -0.01222229 ...  0.0019455   0.00179291
  0.00174713]","[[0.54325485]
 [0.45630917]
 [0.2163761 ]
 ...
 [0.01276111]
 [0.01123436]
 [0.00990697]]"
3039,+6b,valve,id_04,normal,00000981.wav,+6b/valve/id_04/normal/00000981.wav,[0.00189209 0.0012207  0.00065231 ... 0.00788879 0.00720215 0.0066452 ],"[[0.05125858]
 [0.08234623]
 [0.40549815]
 ...
 [0.00130448]
 [0.00316706]
 [0.00150894]]"
3040,+6b,valve,id_04,normal,00000982.wav,+6b/valve/id_04/normal/00000982.wav,"[ 0.00301743  0.00492096  0.00656891 ... -0.00285339 -0.00308228
 -0.00370789]","[[0.91058314]
 [1.0561779 ]
 [1.1096438 ]
 ...
 [0.00144079]
 [0.01243276]
 [0.01951748]]"
3041,+6b,valve,id_04,normal,00000983.wav,+6b/valve/id_04/normal/00000983.wav,"[-9.1552734e-04 -8.3923340e-05 -3.1280518e-04 ... -5.7792664e-03
 -5.7678223e-03 -5.8021545e-03]","[[0.06634784]
 [0.21549247]
 [0.46223527]
 ...
 [0.00168876]
 [0.00332211]
 [0.00548997]]"
3042,+6b,valve,id_04,normal,00000984.wav,+6b/valve/id_04/normal/00000984.wav,"[-0.00560379 -0.0039711  -0.00231934 ...  0.00427628  0.00407791
  0.0037117 ]","[[0.290084  ]
 [0.37421045]
 [0.55335367]
 ...
 [0.00564794]
 [0.00194278]
 [0.00067079]]"
3043,+6b,valve,id_04,normal,00000985.wav,+6b/valve/id_04/normal/00000985.wav,[0.00161362 0.0016098  0.00289917 ... 0.00143433 0.00146103 0.00156021],"[[0.3440784 ]
 [0.308471  ]
 [0.11308847]
 ...
 [0.00438405]
 [0.00415122]
 [0.00467608]]"
3044,+6b,valve,id_04,normal,00000986.wav,+6b/valve/id_04/normal/00000986.wav,"[ 4.3487549e-04 -3.5095215e-04 -1.1405945e-03 ...  3.5476685e-04
 -8.3923340e-05 -4.9209595e-04]","[[0.7343892 ]
 [0.70492136]
 [0.5188475 ]
 ...
 [0.22706947]
 [0.4355818 ]
 [0.5323935 ]]"
3045,+6b,valve,id_04,normal,00000987.wav,+6b/valve/id_04/normal/00000987.wav,"[ 0.00363541  0.00347137  0.0037384  ... -0.00376892 -0.00289917
 -0.00263977]","[[0.19732365]
 [0.037241  ]
 [0.6302163 ]
 ...
 [0.00549178]
 [0.00131607]
 [0.00244422]]"
3046,+6b,valve,id_04,normal,00000988.wav,+6b/valve/id_04/normal/00000988.wav,"[-0.00193787 -0.00211334 -0.00257492 ... -0.00767517 -0.00942612
 -0.01044846]","[[2.0783995e-01]
 [2.1638276e-01]
 [5.1354635e-01]
 ...
 [4.6039926e-04]
 [1.8739315e-04]
 [3.3572095e-03]]"
3047,+6b,valve,id_04,normal,00000989.wav,+6b/valve/id_04/normal/00000989.wav,"[-0.0055542  -0.00430679 -0.00360107 ... -0.00058746 -0.00016022
  0.00022125]","[[0.23718292]
 [0.12376616]
 [0.0555064 ]
 ...
 [0.0052934 ]
 [0.00422271]
 [0.00310832]]"
3048,+6b,valve,id_04,normal,00000990.wav,+6b/valve/id_04/normal/00000990.wav,"[-0.0021553  -0.00093842 -0.00013351 ... -0.00598907 -0.00629807
 -0.00562668]","[[0.15330425]
 [0.06260883]
 [0.2785358 ]
 ...
 [0.10286172]
 [0.16392572]
 [0.19027519]]"
3049,+6b,valve,id_04,normal,00000991.wav,+6b/valve/id_04/normal/00000991.wav,"[-0.00428772 -0.00468063 -0.00519562 ...  0.00068283  0.00081635
  0.00109482]","[[0.27523887]
 [0.18222329]
 [0.03527974]
 ...
 [0.01173677]
 [0.00733204]
 [0.00755849]]"
3050,+6b,valve,id_04,normal,00000992.wav,+6b/valve/id_04/normal/00000992.wav,"[-0.00161743 -0.00191116 -0.00203323 ... -0.00596619 -0.00638199
 -0.00650787]","[[0.65166676]
 [0.68782413]
 [0.23803899]
 ...
 [0.00343066]
 [0.00397444]
 [0.00347635]]"
3051,+6b,valve,id_04,normal,00000993.wav,+6b/valve/id_04/normal/00000993.wav,"[ 0.00482559  0.00361633  0.00278091 ...  0.00078964 -0.00011826
 -0.0003891 ]","[[0.03097421]
 [0.01139147]
 [0.01598824]
 ...
 [0.00782736]
 [0.00456893]
 [0.00190482]]"
3052,+6b,valve,id_04,normal,00000994.wav,+6b/valve/id_04/normal/00000994.wav,"[-0.00148773 -0.00106049 -0.0009346  ...  0.00127029  0.00123978
  0.00095367]","[[0.44223994]
 [0.21190034]
 [0.285228  ]
 ...
 [0.00753665]
 [0.00596167]
 [0.00052372]]"
3053,+6b,valve,id_04,normal,00000995.wav,+6b/valve/id_04/normal/00000995.wav,"[ 0.00748825  0.0071907   0.00643921 ... -0.00252151 -0.00250244
 -0.00147247]","[[0.27447084]
 [0.275346  ]
 [0.22334078]
 ...
 [0.00946514]
 [0.0008681 ]
 [0.00515655]]"
3054,+6b,valve,id_04,normal,00000996.wav,+6b/valve/id_04/normal/00000996.wav,"[-0.00417709 -0.0042305  -0.00381088 ...  0.00603104  0.00909042
  0.00211716]","[[0.03517611]
 [0.07590035]
 [0.33818376]
 ...
 [0.01398057]
 [0.00636662]
 [0.00196804]]"
3055,+6b,valve,id_04,normal,00000997.wav,+6b/valve/id_04/normal/00000997.wav,"[-0.00032425 -0.00650406 -0.00764465 ...  0.00127029  0.00135422
  0.0001297 ]","[[0.68461806]
 [0.5159567 ]
 [0.31352368]
 ...
 [0.01812737]
 [0.01334933]
 [0.01032175]]"
3056,+6b,valve,id_04,normal,00000998.wav,+6b/valve/id_04/normal/00000998.wav,"[-0.00206757 -0.00146103 -0.00154114 ... -0.00069427 -0.00027847
 -0.00253296]","[[0.04047518]
 [0.16254869]
 [0.7521009 ]
 ...
 [0.00173207]
 [0.00201101]
 [0.00471423]]"
3057,+6b,valve,id_04,normal,00000999.wav,+6b/valve/id_04/normal/00000999.wav,"[-0.00901031 -0.00477219 -0.00680923 ...  0.00053787 -0.00061035
  0.00012589]","[[0.47849175]
 [0.23585111]
 [0.13219981]
 ...
 [0.01681715]
 [0.01425865]
 [0.01100129]]"
3058,+6b,valve,id_06,abnormal,00000000.wav,+6b/valve/id_06/abnormal/00000000.wav,"[-3.0860901e-03 -3.2234192e-03 -3.3073425e-03 ...  1.5258789e-05
 -1.1444092e-05  3.4332275e-04]","[[0.32865056]
 [0.3522257 ]
 [0.00247707]
 ...
 [0.00198342]
 [0.00786251]
 [0.00875892]]"
3059,+6b,valve,id_06,abnormal,00000001.wav,+6b/valve/id_06/abnormal/00000001.wav,"[-0.00180435 -0.00165939 -0.00182724 ... -0.00039291 -0.0005722
  0.00339508]","[[0.15207475]
 [0.18312775]
 [0.1994258 ]
 ...
 [0.0028195 ]
 [0.00405124]
 [0.00353377]]"
3060,+6b,valve,id_06,abnormal,00000002.wav,+6b/valve/id_06/abnormal/00000002.wav,"[ 1.6822815e-03  2.3422241e-03  6.3476562e-03 ... -4.7683716e-04
 -2.1743774e-04  4.5776367e-05]","[[0.43779838]
 [0.44657898]
 [0.34762174]
 ...
 [0.01150623]
 [0.01004729]
 [0.00933012]]"
3061,+6b,valve,id_06,abnormal,00000003.wav,+6b/valve/id_06/abnormal/00000003.wav,"[ 6.9427490e-04 -8.0108643e-05 -1.4457703e-03 ... -8.8119507e-04
 -1.3122559e-03 -8.3541870e-04]","[[0.04727705]
 [0.0722928 ]
 [0.00508522]
 ...
 [0.0050846 ]
 [0.00250913]
 [0.00745887]]"
3062,+6b,valve,id_06,abnormal,00000004.wav,+6b/valve/id_06/abnormal/00000004.wav,"[-0.00102234 -0.00105667 -0.00131226 ... -0.00378036 -0.00314713
 -0.00275421]","[[0.31660742]
 [0.27780694]
 [0.17934376]
 ...
 [0.00127061]
 [0.00327874]
 [0.00600543]]"
3063,+6b,valve,id_06,abnormal,00000005.wav,+6b/valve/id_06/abnormal/00000005.wav,"[ 0.00138474  0.0018692   0.00095367 ... -0.00130844 -0.00242996
 -0.0016861 ]","[[0.00965895]
 [0.00321642]
 [0.02648086]
 ...
 [0.00384017]
 [0.0024309 ]
 [0.00124714]]"
3064,+6b,valve,id_06,abnormal,00000006.wav,+6b/valve/id_06/abnormal/00000006.wav,"[ 0.00324249  0.00342941  0.00291824 ... -0.00476837 -0.00403595
 -0.00392914]","[[0.20533156]
 [0.244006  ]
 [0.1859423 ]
 ...
 [0.00617995]
 [0.00466709]
 [0.00264732]]"
3065,+6b,valve,id_06,abnormal,00000007.wav,+6b/valve/id_06/abnormal/00000007.wav,"[-0.00199127 -0.00175476 -0.00169754 ... -0.00361633 -0.00345993
 -0.00340271]","[[0.13230625]
 [0.19556402]
 [0.38634327]
 ...
 [0.00197439]
 [0.00459149]
 [0.00689816]]"
3066,+6b,valve,id_06,abnormal,00000008.wav,+6b/valve/id_06/abnormal/00000008.wav,"[ 0.00041962  0.00051117  0.00014114 ... -0.00194931 -0.00170135
 -0.00081635]","[[0.04466041]
 [0.09817024]
 [0.1934196 ]
 ...
 [0.00130626]
 [0.0011749 ]
 [0.00508499]]"
3067,+6b,valve,id_06,abnormal,00000009.wav,+6b/valve/id_06/abnormal/00000009.wav,[0.00171661 0.00157928 0.00160217 ... 0.00426865 0.0031662  0.00271606],"[[0.16493148]
 [0.02005912]
 [0.04959533]
 ...
 [0.01229905]
 [0.01004926]
 [0.00725899]]"
3068,+6b,valve,id_06,abnormal,00000010.wav,+6b/valve/id_06/abnormal/00000010.wav,"[-0.00439835 -0.00442123 -0.00523758 ...  0.00223923  0.00254059
  0.00180054]","[[0.02373434]
 [0.10889634]
 [0.22118926]
 ...
 [0.00448711]
 [0.0070299 ]
 [0.00695317]]"
3069,+6b,valve,id_06,abnormal,00000011.wav,+6b/valve/id_06/abnormal/00000011.wav,"[ 6.5994263e-04  3.8146973e-06 -5.4931641e-04 ...  1.7967224e-03
  1.4724731e-03  5.9509277e-04]","[[0.14049286]
 [0.2090118 ]
 [0.26091132]
 ...
 [0.00267922]
 [0.00369598]
 [0.00658908]]"
3070,+6b,valve,id_06,abnormal,00000012.wav,+6b/valve/id_06/abnormal/00000012.wav,"[ 0.00107956 -0.00033188 -0.00234604 ... -0.0006752  -0.00131226
 -0.00154114]","[[0.05523115]
 [0.04809802]
 [0.11344517]
 ...
 [0.00482769]
 [0.00536655]
 [0.00261524]]"
3071,+6b,valve,id_06,abnormal,00000013.wav,+6b/valve/id_06/abnormal/00000013.wav,"[-0.00351715 -0.00339127 -0.00320435 ...  0.00232697  0.00247192
  0.0025444 ]","[[0.10676129]
 [0.04740021]
 [0.03516944]
 ...
 [0.00119653]
 [0.00093082]
 [0.00138066]]"
3072,+6b,valve,id_06,abnormal,00000014.wav,+6b/valve/id_06/abnormal/00000014.wav,"[-1.9111633e-03 -2.3880005e-03 -3.2119751e-03 ... -2.6702881e-05
 -3.9672852e-04 -7.9345703e-04]","[[0.08818433]
 [0.09221152]
 [0.16092099]
 ...
 [0.00185951]
 [0.00020848]
 [0.00016736]]"
3073,+6b,valve,id_06,abnormal,00000015.wav,+6b/valve/id_06/abnormal/00000015.wav,[0.0016098  0.00189209 0.00240707 ... 0.00056839 0.00078964 0.00070953],"[[0.1861622 ]
 [0.16272981]
 [0.01035685]
 ...
 [0.00078271]
 [0.00119971]
 [0.00150684]]"
3074,+6b,valve,id_06,abnormal,00000016.wav,+6b/valve/id_06/abnormal/00000016.wav,[0.00519943 0.00452805 0.00351334 ... 0.00085449 0.00104904 0.00130081],"[[0.2845224 ]
 [0.31541026]
 [0.36845848]
 ...
 [0.01871812]
 [0.01592686]
 [0.02320596]]"
3075,+6b,valve,id_06,abnormal,00000017.wav,+6b/valve/id_06/abnormal/00000017.wav,"[-0.00357819 -0.00396347 -0.00402451 ...  0.0032692   0.00410461
  0.00445557]","[[0.02789675]
 [0.01331487]
 [0.09551236]
 ...
 [0.00111099]
 [0.00014539]
 [0.00049297]]"
3076,+6b,valve,id_06,abnormal,00000018.wav,+6b/valve/id_06/abnormal/00000018.wav,[0.00375366 0.00265503 0.00191498 ... 0.00355911 0.00251389 0.00164032],"[[0.0462492 ]
 [0.0500285 ]
 [0.05703894]
 ...
 [0.00459892]
 [0.00673911]
 [0.00818171]]"
3077,+6b,valve,id_06,abnormal,00000019.wav,+6b/valve/id_06/abnormal/00000019.wav,"[ 0.00055695 -0.00024414 -0.00035477 ... -0.00099945  0.00060272
  0.00206757]","[[0.05968677]
 [0.04019594]
 [0.01007287]
 ...
 [0.0009713 ]
 [0.00044629]
 [0.00117569]]"
3078,+6b,valve,id_06,abnormal,00000020.wav,+6b/valve/id_06/abnormal/00000020.wav,"[ 0.00164795  0.00239944  0.00277328 ... -0.00326538 -0.0024147
 -0.00119781]","[[0.11917575]
 [0.04262776]
 [0.05050501]
 ...
 [0.00320728]
 [0.00088585]
 [0.00403545]]"
3079,+6b,valve,id_06,abnormal,00000021.wav,+6b/valve/id_06/abnormal/00000021.wav,"[ 1.3389587e-03  1.5716553e-03  2.2506714e-03 ... -7.7438354e-04
 -1.2969971e-04  1.5258789e-05]","[[0.5041441 ]
 [0.38253093]
 [0.0589985 ]
 ...
 [0.00177741]
 [0.00105456]
 [0.00052172]]"
3080,+6b,valve,id_06,abnormal,00000022.wav,+6b/valve/id_06/abnormal/00000022.wav,"[-0.00222397 -0.00204468 -0.00224686 ...  0.00099564  0.00097275
  0.00107574]","[[0.21002494]
 [0.14020674]
 [0.00830337]
 ...
 [0.00438145]
 [0.00034173]
 [0.00201052]]"
3081,+6b,valve,id_06,abnormal,00000023.wav,+6b/valve/id_06/abnormal/00000023.wav,"[ 0.0009613   0.00208282  0.00200653 ... -0.00146103 -0.00205994
 -0.00248337]","[[0.02498684]
 [0.0183028 ]
 [0.10718369]
 ...
 [0.00400876]
 [0.00029622]
 [0.00311324]]"
3082,+6b,valve,id_06,abnormal,00000024.wav,+6b/valve/id_06/abnormal/00000024.wav,"[ 0.00648499  0.00674057  0.00617218 ...  0.00181961 -0.00083923
  0.00240326]","[[2.0223528e-01]
 [2.4807407e-01]
 [2.3284175e-01]
 ...
 [2.3577192e-03]
 [1.5619951e-03]
 [3.3878939e-07]]"
3083,+6b,valve,id_06,abnormal,00000025.wav,+6b/valve/id_06/abnormal/00000025.wav,"[-0.00123215  0.0004425   0.00204849 ...  0.00082779  0.00107193
  0.0007019 ]","[[0.31548235]
 [0.21071672]
 [0.15102756]
 ...
 [0.01032582]
 [0.01490378]
 [0.01679163]]"
3084,+6b,valve,id_06,abnormal,00000026.wav,+6b/valve/id_06/abnormal/00000026.wav,"[-0.00137711 -0.00075912 -0.00034714 ... -0.00024033 -0.00045395
 -0.00098801]","[[0.1330201 ]
 [0.23349197]
 [0.5389202 ]
 ...
 [0.00106124]
 [0.00366498]
 [0.00418748]]"
3085,+6b,valve,id_06,abnormal,00000027.wav,+6b/valve/id_06/abnormal/00000027.wav,"[ 1.4686584e-03  9.9563599e-04 -1.1444092e-05 ... -4.4441223e-03
 -3.8108826e-03 -2.9525757e-03]","[[0.09306162]
 [0.11756434]
 [0.36849234]
 ...
 [0.00156236]
 [0.00160568]
 [0.00197966]]"
3086,+6b,valve,id_06,abnormal,00000028.wav,+6b/valve/id_06/abnormal/00000028.wav,"[-0.00418472 -0.00352478 -0.00323868 ...  0.00306702 -0.00100327
 -0.00122452]","[[0.252375  ]
 [0.21918906]
 [0.359437  ]
 ...
 [0.00058963]
 [0.00044511]
 [0.0004583 ]]"
3087,+6b,valve,id_06,abnormal,00000029.wav,+6b/valve/id_06/abnormal/00000029.wav,"[-0.00104523  0.00405884  0.00313187 ... -0.00184631 -0.00185394
 -0.0016098 ]","[[0.21452141]
 [0.16686702]
 [0.33088326]
 ...
 [0.00627695]
 [0.00531169]
 [0.00435468]]"
3088,+6b,valve,id_06,abnormal,00000030.wav,+6b/valve/id_06/abnormal/00000030.wav,"[-0.00022888 -0.00092697 -0.00186157 ... -0.00095749 -0.00075912
 -0.00126648]","[[0.08659839]
 [0.1516917 ]
 [0.47262546]
 ...
 [0.00244225]
 [0.00157005]
 [0.00184672]]"
3089,+6b,valve,id_06,abnormal,00000031.wav,+6b/valve/id_06/abnormal/00000031.wav,"[ 1.5373230e-03  2.1438599e-03  1.6746521e-03 ...  3.8146973e-06
 -4.3106079e-04  6.1798096e-04]","[[0.12747161]
 [0.02748365]
 [0.2553601 ]
 ...
 [0.00084791]
 [0.00266827]
 [0.00239141]]"
